const,no_of_adults,no_of_weekend_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,repeated_guest,avg_price_per_room,no_of_special_requests,total_guests,booking_duration,previous_cancel_rate,booking_day,holiday,long_weekend,arrival_day,tourism_season,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,target
1.0,2,1,1,0,15,9,0,127.0,2,3,1,0.0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,39,11,0,65.0,0,1,4,0.0,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,1,1,0,16,10,0,85.0,1,2,2,0.0,5,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,0,0,31,10,0,116.55,0,3,2,0.0,6,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,71,4,0,105.4,0,2,4,0.0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,37,6,0,108.9,1,2,1,0.0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,0,2,1,50.0,0,1,1,0.0,6,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,1,1,0,224,10,0,65.0,1,3,3,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,2,1,0,93,10,0,115.0,0,1,3,0.0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,0,0,3,7,0,139.0,0,2,2,0.0,3,0,0,6,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,125,8,0,177.3,2,4,2,0.0,1,1,1,0,4,0,0,0,0,1,0,0,0,0,1,0
1.0,1,0,0,0,1,6,0,121.5,1,1,4,0.0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,1,0,2,0,88.0,0,1,4,0.0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,1,0,6,9,0,161.5,2,2,4,0.0,6,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,17,3,0,97.0,0,2,1,0.0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,0,0,9,12,0,78.0,0,2,3,0.0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,38,6,0,80.2,1,2,4,0.0,6,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,0,12,0,108.88,2,2,4,0.0,4,1,0,4,1,0,0,1,0,0,0,0,0,0,1,0
1.0,2,0,1,0,91,7,0,118.8,1,2,4,0.0,4,0,0,4,4,0,0,1,0,0,0,0,0,0,1,0
1.0,1,1,1,0,3,11,0,77.77,0,1,2,0.0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,2,0,36,10,0,112.0,0,2,3,0.0,3,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0
1.0,3,1,1,0,155,7,0,137.7,1,3,2,0.0,6,0,1,0,4,0,0,1,0,0,0,0,0,0,1,1
1.0,1,1,1,0,92,8,0,112.5,2,1,1,0.0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,1,8,0,0.0,3,2,2,0.0,4,0,0,5,4,1,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,6,12,0,70.0,1,2,6,0.0,4,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,34,10,0,75.0,0,2,4,0.0,2,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,3,6,0,121.0,1,2,1,0.0,5,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,13,8,0,90.0,1,2,2,0.0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,0,11,1,65.0,0,1,3,0.0,4,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,2,1,0,96,7,0,188.16,2,4,5,0.0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0
1.0,2,2,1,0,41,3,0,85.67,0,2,3,0.0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1,0,2,0,256,6,0,90.0,0,1,2,0.0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,1,130,5,0,134.1,1,2,2,0.0,3,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0
1.0,2,2,1,0,204,9,0,80.75,2,2,4,0.0,6,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,27,9,0,108.0,0,2,2,0.0,6,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,28,10,0,96.3,2,2,3,0.0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,180,7,0,96.3,0,2,2,0.0,2,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,215,8,0,92.16,1,2,7,0.0,3,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,7,5,0,0.0,0,1,1,0.0,3,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0
1.0,2,1,1,0,6,9,0,169.0,1,2,4,0.0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,13,8,0,139.0,1,2,1,0.0,6,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,163,9,0,110.0,0,2,3,0.0,3,0,0,5,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,0,0,39,11,0,74.8,2,2,4,0.0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,35,9,0,117.0,2,2,2,0.0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,16,4,0,119.0,1,2,1,0.0,4,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,4,9,0,139.33,1,2,3,0.0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,25,1,0,178.25,0,4,4,0.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,34,9,0,80.75,0,2,4,0.0,2,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0
1.0,3,2,1,0,41,12,0,89.29,0,3,7,0.0,4,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0
1.0,1,0,1,0,1,8,0,115.0,0,1,1,0.0,4,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,0,0,6,4,0,104.0,0,2,2,0.0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1
1.0,1,0,1,0,14,5,0,62.5,0,1,1,0.0,6,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,60,5,0,126.9,1,2,2,0.0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,18,4,0,127.0,1,2,2,0.0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,87,6,0,134.42,1,2,7,0.0,5,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,3,1,1,0,99,12,0,127.71,3,3,4,0.0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0
1.0,2,2,0,0,228,9,0,90.1,1,2,4,0.0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,0,58,5,0,109.65,0,1,4,0.0,3,1,0,5,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,7,10,0,170.33,2,2,3,0.0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0
1.0,2,2,1,0,46,3,0,74.8,0,2,4,0.0,2,1,1,6,1,1,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,2,1,1,42.0,1,2,1,0.0,3,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,1,1,0,49,9,0,94.5,1,2,3,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,95,10,0,132.3,0,2,3,0.0,1,0,0,5,3,0,0,1,0,0,0,0,0,0,1,1
1.0,2,2,1,0,204,10,0,72.75,0,2,4,0.0,6,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,12,5,0,120.35,2,2,2,0.0,4,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,218,10,0,106.1,2,2,3,0.0,5,0,0,6,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,0,0,18,2,0,79.0,1,2,4,0.0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1
1.0,1,1,1,0,4,5,0,95.0,0,1,3,0.0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,1,0,20,7,0,210.57,2,4,2,0.0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,1,0
1.0,2,1,1,0,96,4,0,87.3,1,2,3,0.0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,0,104,4,0,72.25,1,1,4,0.0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1
1.0,1,0,1,0,29,9,0,90.25,2,1,2,0.0,4,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,64,5,0,140.0,1,2,2,0.0,2,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0
1.0,2,2,1,0,56,9,0,185.0,0,2,4,0.0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,0,0,33,11,0,110.0,1,1,2,0.0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,115,2,0,76.0,1,1,4,0.0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,20,10,0,149.0,1,2,3,0.0,3,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,3,10,0,142.0,0,2,2,0.0,0,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,1,0,84,4,0,105.4,1,2,4,0.0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0
1.0,3,2,1,0,87,10,0,141.9,0,3,3,0.0,5,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0
1.0,2,1,1,0,56,11,0,88.4,0,2,6,0.0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,27,6,0,120.0,0,2,1,0.0,6,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,2,0,100,10,0,108.0,0,2,1,0.0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,0,0,137,11,0,75.9,0,2,4,0.0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,132,7,0,72.25,0,2,3,0.0,0,1,0,6,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,0,0,24,8,0,139.0,2,2,2,0.0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,85,3,0,73.95,0,1,5,0.0,4,1,1,5,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,144,7,0,105.3,1,2,2,0.0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,40,11,0,60.0,0,2,4,0.0,5,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0
1.0,2,0,1,0,92,4,0,96.3,0,2,2,0.0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,6,10,0,102.41,1,2,5,0.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,9,3,0,95.0,0,1,1,0.0,3,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1
1.0,1,0,1,0,57,7,1,40.0,1,1,3,0.0,3,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,1,0,112,6,0,100.0,0,2,2,0.0,5,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,0,0,9,1,0.0,0,1,1,0.0,4,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0
1.0,2,2,1,0,244,10,0,68.25,1,2,3,0.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,0,0,112,7,0,94.5,1,2,4,0.0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,120,7,0,93.16,0,3,2,0.0,5,0,0,6,4,0,0,1,0,0,0,0,0,1,0,0
1.0,2,0,1,0,304,11,0,89.0,0,2,3,0.0,2,0,0,5,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,2,0,0,1,8,0,81.0,0,2,4,0.0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,16,2,0,93.0,0,2,3,0.0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,2,0,292,7,0,115.0,0,2,2,0.0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,1
1.0,1,0,1,0,188,6,0,130.0,0,1,2,0.0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,1,1
1.0,1,1,1,0,45,11,0,86.4,0,1,2,0.0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,56,11,0,97.23,0,2,4,0.0,5,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,109,12,0,43.5,2,2,4,0.0,6,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,0,0,28,11,0,120.0,0,1,1,0.0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,2,0,273,7,0,87.0,0,1,2,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,1,0,290,12,0,106.0,0,1,3,0.0,6,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0
1.0,1,2,1,0,69,6,0,120.0,0,1,6,0.0,2,1,0,1,4,0,0,0,0,0,0,0,0,1,0,1
1.0,3,2,1,0,91,7,0,146.7,0,3,7,0.0,1,1,0,1,4,0,0,1,0,0,0,0,0,0,1,0
1.0,3,1,1,0,71,6,0,115.6,0,3,5,0.0,3,0,0,4,4,0,0,1,0,0,0,0,0,1,0,1
1.0,3,0,1,0,49,11,0,126.0,2,3,3,0.0,4,0,0,4,3,0,0,1,0,0,0,0,0,0,1,0
1.0,2,1,1,0,65,8,0,85.0,1,2,3,0.0,4,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,37,10,0,105.0,0,2,3,0.0,3,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0
1.0,3,2,1,0,39,3,0,114.3,1,3,2,0.0,4,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
1.0,1,0,0,0,8,4,0,89.0,1,1,1,0.0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,116,2,0,76.0,0,1,3,0.0,5,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,13,2,0,91.0,0,2,6,0.0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,6,12,1,0.0,0,1,2,1.0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,0,0,82,6,0,72.25,0,2,4,0.0,4,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,82,8,0,134.1,1,3,3,0.0,3,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1
1.0,3,2,1,0,51,10,0,151.2,1,3,2,0.0,6,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0
1.0,1,2,1,0,10,10,0,149.0,0,1,3,0.0,5,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,14,10,0,100.0,0,1,2,0.0,6,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,0,12,0,122.5,1,2,4,0.0,5,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,1,0,12,4,0,154.33,0,1,6,0.0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1
1.0,2,0,1,0,98,9,0,95.0,1,2,4,0.0,3,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,1,0,7,11,0,103.0,0,1,1,0.0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,166,11,0,110.0,0,1,3,0.0,5,1,0,3,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,2,0,74,9,0,109.0,0,2,2,0.0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,96,4,0,84.58,1,2,4,0.0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1,0,48,3,0,76.5,1,1,1,0.0,6,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,40,10,0,72.76,1,2,2,0.0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,4,1,1,120,8,0,220.0,1,4,14,0.0,5,1,0,6,4,0,0,0,0,0,1,0,0,0,1,1
1.0,1,0,1,0,192,6,0,110.0,0,1,2,0.0,3,1,0,6,4,0,0,0,0,0,0,0,0,1,0,1
1.0,3,2,1,0,196,9,0,105.4,0,3,7,0.0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,8,4,0,140.0,2,2,3,0.0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,177,8,0,76.5,2,2,4,0.0,3,1,0,5,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,0,0,11,9,0,129.0,1,2,3,0.0,4,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,1,1,1,0,70,7,0,80.0,0,1,6,0.0,2,0,0,2,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,1,0,210,10,0,72.75,0,2,4,0.0,6,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,0,0,71,7,0,55.8,0,2,3,0.0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,1,1
1.0,1,0,1,0,188,6,0,130.0,0,1,2,0.0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,0,0,33,3,0,71.1,0,2,4,0.0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,2,7,0,220.0,2,4,2,0.0,4,0,0,6,4,0,0,0,0,1,0,0,0,0,1,0
1.0,1,1,0,0,48,4,0,107.1,1,1,2,0.0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,1,0,5,0,145.85,0,2,2,0.0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,0,0,1,2,0,91.0,1,2,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,3,2,1,0,92,5,0,150.45,2,3,4,0.0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0
1.0,2,0,1,0,133,7,0,105.3,2,2,3,0.0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,0,0,268,10,0,95.4,0,2,2,0.0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,75,4,0,135.15,0,3,5,0.0,1,1,1,6,2,0,0,0,0,0,0,0,0,0,1,1
1.0,3,0,1,0,55,4,0,137.7,0,3,1,0.0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,1,1
1.0,2,2,1,0,61,10,0,91.0,0,2,2,0.0,4,1,1,2,3,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,0,0,31,8,0,103.05,0,2,2,0.0,5,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,30,9,0,109.1,1,2,2,0.0,6,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,3,1,0,213,5,0,80.24,1,2,8,0.0,5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0
1.0,2,2,1,0,42,8,0,152.1,1,3,4,0.0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,65,9,0,149.4,3,2,7,0.0,3,1,0,5,3,0,0,1,0,0,0,0,0,0,1,0
1.0,2,1,2,0,301,7,0,115.0,1,2,2,0.0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,2,1,0,138,8,0,104.55,0,2,5,0.0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,63,10,0,89.25,2,2,1,0.0,6,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,60,8,0,135.9,2,2,4,0.0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,2,0,301,7,0,115.0,1,2,2,0.0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,0,0,4,2,0,60.4,0,2,1,0.0,5,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1
1.0,1,0,1,0,1,5,1,65.0,0,1,1,0.09090909,3,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0
1.0,1,0,1,0,84,9,1,65.0,0,1,1,0.1764706,4,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,1,0,17,3,0,80.0,1,2,2,0.0,2,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1,2,1,0,18,6,0,114.0,0,1,2,0.0,4,1,1,1,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,39,7,0,117.9,0,2,3,0.0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,72,4,0,118.8,0,2,3,0.0,3,0,0,5,2,0,0,1,0,0,0,0,0,0,1,1
1.0,2,1,1,0,91,4,0,80.0,0,2,3,0.0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,1,0,141,6,0,132.0,0,2,3,0.0,5,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,1,0,78,3,0,100.0,0,2,3,0.0,5,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,2,1,0,10,9,0,136.14,2,2,7,0.0,5,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,0,0,18,4,0,115.0,0,2,2,0.0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,17,2,0,87.0,1,2,2,0.0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,0,2,0,150,6,0,70.0,0,1,3,0.0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,89,5,0,119.85,0,2,4,0.0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,2,1,0,104,7,0,88.01,2,2,3,0.0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,83,7,0,123.75,0,3,4,0.0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1
1.0,3,1,1,0,192,8,0,130.05,0,3,4,0.0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,0,0,147,8,0,97.75,0,2,4,0.0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,2,0,296,9,0,117.0,1,2,4,0.0,2,1,0,4,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,192,8,0,121.5,1,3,3,0.0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,105,4,0,82.45,0,2,4,0.0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1,2,0,0,35,12,0,79.2,0,1,9,0.0,4,1,0,4,1,0,0,0,0,0,0,0,0,0,1,1
1.0,3,2,1,0,121,7,0,132.18,2,3,8,0.0,1,0,0,3,4,0,0,1,0,0,0,0,0,0,1,0
1.0,2,2,1,0,16,9,0,165.0,3,4,3,0.0,6,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0
1.0,1,0,1,0,0,8,0,128.0,0,1,1,0.0,4,0,0,4,4,0,0,1,0,0,0,0,0,0,1,0
1.0,1,0,1,0,5,11,1,65.0,1,1,3,0.0,5,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0
1.0,2,0,2,0,256,6,0,115.0,1,2,2,0.0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,1
1.0,1,1,1,0,7,2,0,66.22,1,1,4,0.0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,27,6,0,120.0,0,2,1,0.0,6,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,1,0,15,12,0,117.3,1,2,4,0.0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,6,12,0,137.0,1,2,2,0.0,0,1,0,6,1,0,0,1,0,0,0,0,0,0,1,0
1.0,2,2,1,0,56,8,0,109.8,0,2,3,0.0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,2,1,0,148,5,0,99.45,0,2,5,0.0,5,1,1,6,2,0,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,5,8,0,151.0,0,2,3,0.0,5,0,0,3,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,1,1,0,322,5,0,80.0,0,2,4,0.0,5,1,0,5,2,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,1,0,44,10,0,133.44,3,2,5,0.0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0
1.0,2,2,1,0,46,3,0,59.56,1,3,4,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,2,1,1,0,305,11,0,89.0,0,2,3,0.0,2,0,0,6,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,1,0,18,5,0,80.75,0,2,4,0.0,5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0
1.0,2,0,2,0,100,10,0,108.0,0,2,1,0.0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,1,0,296,9,0,85.0,0,2,4,0.0,2,1,0,4,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,1,1,0,28,6,0,102.85,0,2,3,0.0,2,1,0,2,4,0,0,0,0,0,0,0,0,0,1,1
1.0,2,0,2,0,102,10,0,101.5,0,2,2,0.0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1
1.0,2,0,2,0,2,2,0,159.5,2,3,2,0.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,3,2,1,0,220,12,0,114.75,1,3,4,0.0,3,1,1,6,1,0,0,1,0,0,0,0,0,0,1,1
1.0,2,1,1,0,17,1,0,96.08,1,2,3,0.0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1.0,2,0,1,0,204,10,0,180.9,1,4,2,0.0,5,0,0,6,3,0,0,0,0,1,0,0,0,0,1,1
1.0,2,0,1,0,8,1,0,83.0,1,2,4,0.0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
